job_title,ai_impact,task_count,ai_model,ai_workload_ratio,domain_area
Music Director,10%,429,1648,0.260315534,Leadership & Strategy
Promoter,10%,998,4516,0.2209920283,Medical & Healthcare
Recreation Coordinator,10%,771,3608,0.213691796,Supply Chain & Logistics
Recreation Director,10%,758,3594,0.2109070673,Law Enforcement
Scenic Artist,10%,411,2217,0.1853856563,Construction
Talent Director,10%,1233,5283,0.2333901193,Sales & Marketing
Theatre,10%,686,3196,0.2146433041,Hospitality
Woodworker,10%,278,1408,0.1974431818,Communication & PR
Acupuncturist,10%,172,687,0.250363901,Data & IT
Audiologist,10%,315,1312,0.2400914634,Administrative & Clerical
Clinical Psychologist,10%,377,1547,0.243697479,Leadership & Strategy
Crna,10%,258,1072,0.2406716418,Medical & Healthcare
Dermatologist,10%,269,1143,0.2353455818,Supply Chain & Logistics
Doula,10%,267,1205,0.2215767635,Law Enforcement
Endocrinologist,10%,315,1321,0.2384557154,Construction
Gastroenterologist,10%,430,1784,0.2410313901,Sales & Marketing
General Surgeon,10%,418,1844,0.226681128,Hospitality
Gynecologist,10%,421,1739,0.242093157,Communication & PR
Hospitalist,10%,434,1789,0.2425936277,Data & IT
Immunologist,10%,455,1815,0.2506887052,Administrative & Clerical
Medical Doctor,10%,472,1673,0.2821279139,Leadership & Strategy
Mental Health Clinician,10%,614,2293,0.2677714784,Medical & Healthcare
Mental Health Counselor,10%,614,2289,0.2682394059,Supply Chain & Logistics
Mental Health Professional,10%,603,2304,0.26171875,Law Enforcement
Mental Health Specialist,10%,606,2287,0.264975951,Construction
Mental Health Technician,10%,587,2206,0.2660924751,Sales & Marketing
Mental Health Therapist,10%,599,2236,0.2678890877,Hospitality
Pool Attendant,10%,157,700,0.2242857143,Communication & PR
Sommelier,10%,299,1202,0.2487520799,Data & IT
Wait Staff,10%,537,2383,0.2253462023,Administrative & Clerical
Waiter,10%,538,2459,0.2187881253,Leadership & Strategy
Waitress,10%,538,2475,0.2173737374,Medical & Healthcare
Babysitter,10%,305,1208,0.2524834437,Supply Chain & Logistics
Child Care Assistant,10%,424,1785,0.237535014,Law Enforcement
Classroom Aide,10%,454,1797,0.2526432944,Construction
Day Camp Counselor,10%,416,1577,0.2637920101,Sales & Marketing
Homemaker,10%,459,2238,0.2050938338,Hospitality
Live In Caregiver,10%,500,2383,0.2098195552,Communication & PR
Cop,10%,392,1527,0.2567125082,Data & IT
Deployment Technician,10%,900,3637,0.2474566951,Administrative & Clerical
Federal Air Marshal,10%,397,1560,0.2544871795,Leadership & Strategy
Firefighter,10%,378,1449,0.2608695652,Medical & Healthcare
Fireman,10%,352,1319,0.26686884,Supply Chain & Logistics
Forest Firefighter,10%,372,1480,0.2513513514,Law Enforcement
Gate Guard,10%,362,1630,0.2220858896,Construction
Hot Shot,10%,393,1693,0.2321323095,Sales & Marketing
K9 Handler,10%,354,1600,0.22125,Hospitality
Military Police,10%,541,1705,0.3173020528,Communication & PR
Military Police Officer,10%,541,1705,0.3173020528,Data & IT
Officer,10%,530,1687,0.3141671606,Administrative & Clerical
Parole Officer,10%,549,2000,0.2745,Leadership & Strategy
Peace Officer,10%,532,1925,0.2763636364,Medical & Healthcare
Police Chief,10%,559,1991,0.2807634355,Supply Chain & Logistics
Police Officer,10%,546,1959,0.2787136294,Law Enforcement
Special Police Officer,10%,255,1044,0.2442528736,Construction
CTO,10%,1155,4542,0.2542932629,Sales & Marketing
Information Manager,10%,1156,4626,0.2498919153,Hospitality
Information Security Officer,10%,1131,4569,0.2475377544,Communication & PR
Information Systems Manager,10%,1165,4626,0.2518374406,Data & IT
It Director,10%,1161,4620,0.2512987013,Administrative & Clerical
It Manager,10%,1161,4609,0.2518984595,Leadership & Strategy
Noc Manager,10%,620,2505,0.24750499,Medical & Healthcare
Program Supervisor,10%,864,4093,0.2110921085,Supply Chain & Logistics
Service Desk Manager,10%,987,4376,0.2255484461,Law Enforcement
Technical Program Manager,10%,1248,5196,0.2401847575,Construction
Technical Services Manager,10%,1249,5254,0.2377236391,Sales & Marketing
Aba Therapist,10%,379,1898,0.1996838778,Hospitality
Art Therapist,10%,500,2315,0.2159827214,Communication & PR
Behavior Interventionist,10%,489,2323,0.2105036591,Data & IT
Mental Health Associate,10%,607,2280,0.2662280702,Administrative & Clerical
Recreation Therapist,10%,602,2437,0.2470250308,Leadership & Strategy
Recreational Therapist,10%,599,2411,0.2484446288,Medical & Healthcare
Rehabilitation Specialist,10%,565,2253,0.2507767421,Supply Chain & Logistics
Rehabilitation Therapist,10%,565,2267,0.2492280547,Law Enforcement
Academic Administrator,10%,858,3596,0.2385984427,Construction
Commercial Real Estate Appraiser,10%,589,2321,0.2537699268,Sales & Marketing
Estate Manager,10%,761,3620,0.2102209945,Hospitality
Real Estate Analyst,10%,722,3348,0.215651135,Communication & PR
Residential Appraiser,10%,540,2541,0.212514758,Data & IT
Model Maker,10%,445,1839,0.2419793366,Administrative & Clerical
Spa Coordinator,10%,631,2500,0.2524,Leadership & Strategy
Tailor,10%,289,1206,0.2396351575,Medical & Healthcare
Clinical Documentation Specialist,10%,775,3049,0.2541816989,Supply Chain & Logistics
Clinical Scientist,10%,551,2332,0.2362778731,Law Enforcement
Contact Tracer,10%,711,3020,0.2354304636,Construction
Cultivator,10%,275,1104,0.2490942029,Sales & Marketing
Forester,10%,549,2492,0.2203049759,Hospitality
Library Page,10%,792,3156,0.2509505703,Communication & PR
Marine Biologist,10%,431,2053,0.209936678,Data & IT
Nuclear Physicist,10%,492,2175,0.2262068966,Administrative & Clerical
Organizational Psychologist,10%,516,2072,0.249034749,Leadership & Strategy
Park Naturalist,10%,458,1818,0.2519251925,Medical & Healthcare
Physicist,10%,523,2359,0.2217041119,Supply Chain & Logistics
Public Health Analyst,10%,852,3587,0.2375243936,Law Enforcement
Research Psychologist,10%,858,3432,0.25,Construction
Social Scientist,10%,856,3574,0.2395075546,Sales & Marketing
Banker,10%,994,4020,0.2472636816,Hospitality
Branch Manager,10%,945,3786,0.2496038035,Communication & PR
Director Of Accounting,10%,834,3310,0.2519637462,Data & IT
Finance Director,10%,1094,4639,0.2358266868,Administrative & Clerical
Finance Executive,10%,1081,4390,0.2462414579,Leadership & Strategy
Inventory Manager,10%,981,4104,0.2390350877,Medical & Healthcare
Investment Consultant,10%,907,3642,0.2490389896,Supply Chain & Logistics
Lead Auditor,10%,807,3228,0.25,Law Enforcement
Management Accountant,10%,747,2895,0.2580310881,Construction
Mortgage Consultant,10%,713,2914,0.2446808511,Sales & Marketing
Options Trader,10%,629,2631,0.239072596,Hospitality
Payroll Consultant,10%,686,2912,0.2355769231,Communication & PR
Personal Banker,10%,655,2494,0.2626303128,Data & IT
Private Banker,10%,763,3501,0.2179377321,Administrative & Clerical
Project Accountant,10%,911,3889,0.23425045,Leadership & Strategy
Proprietary Trader,10%,765,3470,0.2204610951,Medical & Healthcare
Regional Account Manager,10%,930,3842,0.2420614263,Supply Chain & Logistics
Reimbursement Manager,10%,740,3078,0.2404158545,Law Enforcement
Relationship Banker,10%,795,3364,0.2363258026,Construction
Senior Account Manager,10%,886,3793,0.2335881888,Sales & Marketing
Senior Accountant,10%,765,3249,0.2354570637,Hospitality
Senior Finance Manager,10%,781,3525,0.2215602837,Communication & PR
Geriatric Nursing Assistant,10%,447,2173,0.2057063967,Data & IT
Assistant General Manager,10%,981,4034,0.243182945,Administrative & Clerical
Business Operations Specialist,10%,1110,4335,0.2560553633,Leadership & Strategy
Clinical Manager,10%,674,2864,0.2353351955,Medical & Healthcare
Real Estate Sales Agent,10%,959,4017,0.2387353747,Supply Chain & Logistics
Community Association Manager,10%,895,3746,0.2389215163,Law Enforcement
Presenter,10%,1017,4474,0.2273133661,Construction
Forestry Technician,10%,270,854,0.3161592506,Sales & Marketing
Grounds Manager,10%,351,1301,0.2697924673,Hospitality
Office Administrator,10%,1034,4099,0.252256648,Communication & PR
Information Technology Director,10%,1070,4155,0.257521059,Data & IT
Assistant Dean,10%,906,3780,0.2396825397,Administrative & Clerical
Associate Dean,10%,905,3782,0.2392913802,Leadership & Strategy
Dean,10%,903,3756,0.2404153355,Medical & Healthcare
Gardener,10%,229,911,0.2513721186,Supply Chain & Logistics
Business Leader,10%,1080,4260,0.2535211268,Law Enforcement
Peer Mentor,10%,647,3001,0.2155948017,Construction
Artistic Director,10%,1125,5016,0.2242822967,Sales & Marketing
Design Director,10%,1076,4738,0.2271000422,Hospitality
Sailing Instructor,10%,361,1629,0.2216083487,Communication & PR
Personal Care Worker,10%,260,929,0.2798708288,Data & IT
Academic Director,10%,939,3837,0.2447224394,Administrative & Clerical
Chief Technology Officer,10%,1097,4185,0.2621266428,Leadership & Strategy
Food Handler,10%,347,1160,0.299137931,Medical & Healthcare
Plant Manager,10%,522,2157,0.2420027816,Supply Chain & Logistics
Power Plant Operator,10%,290,1281,0.2263856362,Law Enforcement
Project Engineering Manager,10%,685,2876,0.238178025,Construction
Reactor Operator,10%,216,1120,0.1928571429,Sales & Marketing
Vp Of Engineering,10%,1090,4331,0.2516739783,Hospitality
Wastewater Treatment Operator,10%,333,1509,0.2206759443,Communication & PR
Water Treatment Plant Operator,10%,330,1512,0.2182539683,Data & IT
Manager Trainee,10%,1040,4010,0.2593516209,Administrative & Clerical
Office,10%,714,3367,0.2120582121,Leadership & Strategy
Office Worker,10%,750,3441,0.2179598954,Medical & Healthcare
Summer Associate,10%,501,2296,0.2182055749,Supply Chain & Logistics
Air Traffic Controller,10%,372,1553,0.2395363812,Law Enforcement
Bus Monitor,10%,439,1774,0.2474633596,Construction
Fleet Administrator,10%,805,3168,0.2541035354,Sales & Marketing
Fleet Manager,10%,802,3163,0.2535567499,Hospitality
Flight Attendant,10%,409,1541,0.2654120701,Communication & PR
Ordinary Seaman,10%,193,998,0.1933867735,Data & IT
Passenger Service Agent,10%,382,1900,0.2010526316,Administrative & Clerical
Ramp Agent,10%,313,1451,0.2157133012,Leadership & Strategy
Steward,10%,374,1839,0.2033713975,Medical & Healthcare
Terminal Manager,10%,806,3428,0.2351225204,Supply Chain & Logistics
Toll Collector,10%,214,1074,0.199255121,Law Enforcement
Beach Attendant,10%,448,1577,0.2840837032,Construction
Bellhop,10%,447,1642,0.272228989,Sales & Marketing
Bellman,10%,447,1642,0.272228989,Hospitality
Busboy,10%,411,1533,0.2681017613,Communication & PR
Busser,10%,421,1614,0.260842627,Data & IT
Concierge,10%,961,4145,0.2318455971,Administrative & Clerical
Dietary Aide,10%,749,3220,0.2326086957,Leadership & Strategy
Doorman,10%,443,1559,0.2841565106,Medical & Healthcare
Hospice Chaplain,10%,371,1476,0.2513550136,Supply Chain & Logistics
Pharmaceutical,10%,596,2579,0.2310973245,Law Enforcement
Activist,10%,887,3578,0.2479038569,Construction
Community Worker,10%,984,4335,0.2269896194,Sales & Marketing
Federal Contractor,10%,756,2784,0.2715517241,Hospitality
Government Contractor,10%,722,2689,0.2685013016,Communication & PR
Assistant Athletic Director,10%,935,3701,0.2526344231,Data & IT
Assistant Basketball Coach,10%,946,3606,0.2623405435,Administrative & Clerical
Assistant Coach,10%,945,3613,0.261555494,Leadership & Strategy
Assistant Football Coach,10%,933,3585,0.260251046,Medical & Healthcare
Assistant Soccer Coach,10%,933,3562,0.2619314992,Supply Chain & Logistics
Diver,10%,240,839,0.2860548272,Law Enforcement
Gym,10%,343,1235,0.2777327935,Construction
Licensed Massage Therapist,10%,348,1266,0.2748815166,Sales & Marketing
Massage Therapist,10%,357,1459,0.2446881426,Hospitality
Performer,10%,874,3842,0.2274856845,Communication & PR
Public Address Announcer,10%,1082,4469,0.2421123294,Data & IT
Radio,10%,961,4258,0.2256928135,Administrative & Clerical
Speaker,10%,1128,4578,0.246395806,Leadership & Strategy
Central Office Technician,10%,615,2578,0.2385570209,Medical & Healthcare
Physician Liaison,10%,536,2357,0.2274077217,Supply Chain & Logistics
Primary Care Physician,10%,450,1872,0.2403846154,Law Enforcement
Psychiatrist,10%,499,2304,0.2165798611,Construction
Psychologist,10%,520,2350,0.2212765957,Sales & Marketing
Psychotherapist,10%,531,2391,0.2220828105,Hospitality
Rheumatologist,10%,392,1663,0.2357185809,Communication & PR
Speech Language Pathology Assistant,10%,799,3313,0.241171144,Data & IT
Speech Pathologist,10%,803,3327,0.2413585813,Administrative & Clerical
Speech Pathology Assistant,10%,794,3300,0.2406060606,Leadership & Strategy
Crematory Operator,10%,169,618,0.2734627832,Medical & Healthcare
Deckhand,10%,199,635,0.3133858268,Supply Chain & Logistics
Heavy Construction,10%,217,701,0.3095577746,Law Enforcement
Independent Adjuster,10%,528,1963,0.2689760571,Construction
Laborer,10%,201,615,0.3268292683,Sales & Marketing
Landscape Laborer,10%,224,706,0.3172804533,Hospitality
Laundry Aide,10%,240,790,0.3037974684,Communication & PR
Loader Operator,10%,206,717,0.2873082287,Data & IT
Locksmith,10%,246,844,0.2914691943,Administrative & Clerical
Logger,10%,188,626,0.3003194888,Leadership & Strategy
Lumberjack,10%,191,607,0.3146622735,Medical & Healthcare
Mason,10%,233,826,0.2820823245,Supply Chain & Logistics
Master Electrician,10%,250,959,0.2606882169,Law Enforcement
Master Plumber,10%,239,901,0.2652608213,Construction
Mechanic Helper,10%,247,908,0.2720264317,Sales & Marketing
Merchant Marine,10%,212,638,0.3322884013,Hospitality
Miner,10%,207,653,0.3169984686,Communication & PR
Mover Helper,10%,246,752,0.3271276596,Data & IT
Plumber Helper,10%,185,855,0.216374269,Administrative & Clerical
Rigger,10%,176,867,0.2029988466,Leadership & Strategy
Spotter,10%,241,910,0.2648351648,Medical & Healthcare
Tankerman,10%,225,951,0.2365930599,Supply Chain & Logistics
Teamster,10%,322,1482,0.2172739541,Law Enforcement
Zamboni Driver,10%,172,778,0.2210796915,Construction
Associate Pastor,10%,679,2966,0.228927849,Sales & Marketing
Camp Counselor,10%,947,3687,0.2568483862,Hospitality
Coach,10%,946,3620,0.2613259669,Communication & PR
Mentor,10%,823,3619,0.227410887,Data & IT
Travel Consultant,10%,1072,4402,0.2435256701,Administrative & Clerical
Wedding Coordinator,10%,1006,4282,0.2349369454,Leadership & Strategy
Client Associate,10%,1170,4634,0.2524816573,Medical & Healthcare
Client Service Associate,10%,1172,4636,0.2528041415,Supply Chain & Logistics
Customer Service Associate,10%,1165,4624,0.2519463668,Law Enforcement
Customer Service Operator,10%,1148,4585,0.2503816794,Construction
Customer Service Receptionist,10%,1150,4582,0.2509821039,Sales & Marketing
Customer Service Specialist,10%,1156,4590,0.2518518519,Hospitality
Pbx Operator,10%,741,3424,0.2164135514,Communication & PR
Phone Operator,10%,729,3435,0.2122270742,Data & IT
Service Representative,10%,752,3392,0.2216981132,Administrative & Clerical
Telephone Operator,10%,724,3324,0.2178098676,Leadership & Strategy
Ambassador,10%,782,3079,0.2539785645,Medical & Healthcare
Brand Ambassador,10%,1202,5091,0.2361029267,Supply Chain & Logistics
Brand Representative,10%,1194,5005,0.2385614386,Law Enforcement
Marketing Representative,10%,1251,5064,0.2470379147,Construction
Key Holder,10%,592,2335,0.2535331906,Sales & Marketing
Wholesaler,10%,917,3683,0.2489818083,Hospitality
Aerial Lineman,10%,388,1594,0.243412798,Communication & PR
Architect,10%,988,3931,0.251335538,Data & IT
Brick Mason,10%,229,1056,0.2168560606,Administrative & Clerical
Builder,10%,267,1206,0.2213930348,Leadership & Strategy
Building Inspector,10%,353,1510,0.2337748344,Medical & Healthcare
Concrete Finisher,10%,206,975,0.2112820513,Supply Chain & Logistics
Crane Operator,10%,217,1015,0.2137931034,Law Enforcement
Directional Driller,10%,237,1036,0.2287644788,Construction
Excavator,10%,222,1034,0.2147001934,Sales & Marketing
Field Worker,10%,209,716,0.2918994413,Hospitality
Flagger,10%,214,683,0.3133235725,Communication & PR
Claims Clerk,10%,903,3798,0.2377567141,Data & IT
Academic Tutor,10%,897,3887,0.2307692308,Administrative & Clerical
High School English Teacher,9%,902,3694,0.2441797509,Leadership & Strategy
High School History Teacher,9%,894,3684,0.2426710098,Medical & Healthcare
High School Math Teacher,8%,889,3663,0.2426972427,Supply Chain & Logistics
High School Science Teacher,8%,913,3726,0.24503489,Law Enforcement
High School Spanish Teacher,8%,874,3629,0.2408376963,Construction
High School Teacher,8%,917,3784,0.2423361522,Sales & Marketing
History Teacher,8%,896,3702,0.2420313344,Hospitality
History Tutor,8%,850,3613,0.2352615555,Communication & PR
Infant Teacher,8%,705,2839,0.2483268757,Data & IT
Kindergarten Teacher,8%,836,3452,0.2421784473,Administrative & Clerical
Language Arts Teacher,8%,813,3448,0.2357888631,Leadership & Strategy
Latin Teacher,8%,731,3117,0.2345203722,Medical & Healthcare
Mandarin Teacher,8%,762,3230,0.2359133127,Supply Chain & Logistics
Math Instructor,7%,841,3540,0.2375706215,Law Enforcement
Math Tutor,7%,837,3542,0.2363071711,Construction
Middle School Science Teacher,7%,889,3644,0.2439626784,Sales & Marketing
Middle School Teacher,7%,861,3600,0.2391666667,Hospitality
Montessori Teacher,7%,689,2885,0.2388214905,Communication & PR
Music Teacher,7%,679,2832,0.239759887,Data & IT
Orchestra Teacher,7%,768,3356,0.2288438617,Administrative & Clerical
Physical Education Teacher,6%,744,3252,0.2287822878,Leadership & Strategy
Physics Teacher,6%,743,3226,0.230316181,Medical & Healthcare
Piano Teacher,6%,769,3735,0.2058902276,Supply Chain & Logistics
Postdoc,5%,717,3200,0.2240625,Law Enforcement
Pre K Teacher,5%,750,3377,0.222090613,Construction
Preschool Teacher,5%,747,3241,0.2304844184,Sales & Marketing
